,text,label,word_count,char_length,tokenize_text
9123,"It is associated with the cyberespionage group BlackTech, which mainly targets technology companies and government agencies in East Asia (specifically Taiwan, and in some instances, Japan and Hong Kong) and is responsible for some infamous campaigns such as PLEAD and Shrouded Crossbow.",threat-actor,42,286,associated cyberespionage group blacktech mainly target technology company government agency east asia specifically taiwan instance japan hong kong responsible infamous campaign plead shrouded crossbow
9124,"However, in one of its recent campaigns, we’ve discovered a piece of Waterbear payload with a brand-new purpose: hiding its network behaviors from a specific security product by API hooking techniques.",location,31,201,however one recent campaign weve discovered piece waterbear payload brandnew purpose hiding network behavior specific security product api hooking technique
9125,"And since the API hooking shellcode adopts a generic approach, a similar code snippet might be used to target other products in the future and make Waterbear harder to detect.",location,30,175,since api hooking shellcode adopts generic approach similar code snippet might used target product future make waterbear harder detect
9126,A closer look at Waterbear Waterbear employs a modular approach to its malware.,safe,13,79,closer look waterbear waterbear employ modular approach malware
9127,"The evidence is that Waterbear frequently uses internal IPs as its own C&C servers (for instance, b9f3a3b9452a396c3ba0ce4a644dd2b7f494905e820e7b1c6dca2fdcce069361 uses an internal IP address of 10[.]0[.]0[.]211 as its C&C server).",SHA2,28,230,evidence waterbear frequently us internal ip cc server instance bfabacbaceaddbfeebcdcafdcce us internal ip address cc server
9128,The typical Waterbear infection chain  Figure 1.,tools,7,48,typical waterbear infection chain figure
9129,A typical Waterbear infection chain,malware,5,35,typical waterbear infection chain
9130,"A Waterbear infection starts from a malicious DLL loader, as shown in Figure 1.",safe,14,79,waterbear infection start malicious dll loader shown figure
9131,We have seen two  techniques of DLL loader triggering.,safe,9,54,seen two technique dll loader triggering
9132,"During our recent Waterbear investigation, we discovered that the DLL loader loaded two payloads.",safe,14,97,recent waterbear investigation discovered dll loader loaded two payload
9133,The payloads performed functionalities we have never seen in other Waterbear campaigns.,safe,12,87,payload performed functionality never seen waterbear campaign
9134,Waterbear’s first-stage backdoor,safe,3,32,
9135,"This DLL name is hardcoded inside ""mtxoci.dll"" which is loaded by the MSDTC service during boot-up.",safe,16,99,dll name hardcoded inside mtxocidll loaded msdtc service bootup
9136,"“mtxoci.dll” first tries to query the registry key ""HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\MSDTC\MTxOCI"" to see if the value ""OracleOciLib"" exists.",REGISTRYKEY,16,146,mtxocidll first try query registry key hkey_local_machinesoftwaremicrosoftmsdtcmtxoci see value oracleocilib exists
